anyID,address,city,state,zip,country,newzip,ziplat,ziplon,zip_geo_city,lat,lon,azip
NFLDEN,123 MAIN ST.,Denver,Colorado,,USA,,,,,40.226242114114626,-76.12999208462632,17578
NFLDET,123 MAIN ST.,Detroit,Michigan,,USA,,,,,41.71210601685087,-86.89407366808342,46360
NFLIND,123 MAIN ST.,Indianapolis,Indiana,,USA,,,,,39.85964603052142,-86.00435608318466,46216
NFLJAC,123 MAIN ST.,Jacksonville,Florida,,USA,,,,,30.30465667,-81.98147,32009
NFLKC,123 MAIN ST.,Kansas City,Missouri,,USA,,,,,39.110981,-94.583982,64105
NFLMIA,123 MAIN ST.,Miami,Florida,,USA,,,,,25.66247,-80.354918,33176
NFLGB,123 MAIN ST.,Green Bay,Wisconsin,,USA,,,,,44.51818536734799,-88.01394195180849,54302
NFLMIN,123 MAIN ST.,Minneapolis,Minnessota,,USA,,,,,44.99036167,-93.258985,55401
NFLTEN,123 MAIN ST.,Nashville,Tennessee,,USA,,,,,36.171198772491344,-86.7690525276809,37213
NFLNO,123 MAIN ST.,New Orleans,Louisiana,,USA,,,,,31.832548,-107.63852,63001
NFLNYJ,123 MAIN ST.,New York,New York,,USA,,,,,40.702721,-73.99047,11201
NFLNYG,123 MAIN ST.,New York,New York,,USA,,,,,40.702721,-73.99047,11201
NFLRAIDERS,123 MAIN ST.,LAS VEGAS,NEVADA,,USA,,,,,36.171092,-115.147318,89101
NFLPHI,123 MAIN ST.,Philadelphia,Pennsylvania,,USA,,,,,40.022868,-75.219398,19127
ePHI,123 MAIN ST.,Philly,PA,,USA,,,,,40.022868,-75.219398,19127
NFLARI,123 MAIN ST.,Phoenix,Arizona,,USA,,,,,33.414982559074836,-111.82915886238979,85210
NFLPIT,123 MAIN ST.,Pittsburgh,Pennsylvania,,USA,,,,,40.469718190089246,-79.96067433975384,15201
NFLRAMS,123 MAIN ST.,LOS ANGELES,CALIFORNIA,,USA,,,,,34.05203,-118.243881,90079
NFLCHARGERS,123 MAIN ST.,ANAHEIM,CALIFORNIA,,USA,,,,,33.931606,-117.945014,90631
NFLSF,123 MAIN ST.,San Francisco,California,,USA,,,,,37.791838,-122.394464,94105
NFLSEA,123 MAIN ST.,Seattle,Washington,,USA,,,,,47.5999376,-122.3331871,98104
NFLTB,123 MAIN ST.,Tampa,Florida,,USA,,,,,27.957533,-82.496232,33609
NFLWAS,123 MAIN ST.,Washington,DC,,USA,,,,,44.99614098208373,-71.53742742593947,05902
NFLHOU,123 MAIN ST.,Houston,Texas,,USA,,,,,29.76474333,-95.36139167,77201
7225,4715 NE 24TH AVE,Amarillo,TX,79107,US,79107,35.23,-101.8,Amarillo,35.23804917,-101.78094967,79107
7168,601 E BALL RD,Anaheim,CA,92805,US,92805,33.83,-117.91,Anaheim,33.819973,-117.903446,92805
0191,1300 RED FOX RD,Arden Hills,MN,55112,US,55112,45.08,-93.19,Saint Paul,45.056377,-93.154897,55126
0512,175 Allied Rd.,Auburn,ME,04210,US,04210,44.1,-70.2,Auburn,44.03392883,-70.26556133,04260
7186,4160 CAMPUS DR,Aurora,IL,60504,US,60504,41.75,-88.25,Aurora,41.776532,-88.220522,60504
7418,2540 PROSPECT CT,Aurora,IL,60502,US,60502,41.8,-88.26,Aurora,41.808412,-88.23273,60502
7201,1900 8TH ST NE,Austin,MN,55912,US,55912,43.7,-93.0,Austin,43.686132,-92.962035,55912
7214,100 E GLOUCESTER PIKE,Barrington,NJ,08007,US,08007,39.86,-75.05,Barrington,39.86566,-75.04781333,08007
0172,100 DICKMAN RD,Bay Minette,AL,36507,US,36507,30.9,-87.7,Bay Minette,30.86111,-87.77474833,36507
7221,5500 SW WESTERN AVE,Beaverton,OR,97005,US,97005,45.5,-122.8,Beaverton,45.478518,-122.78124,97225
7188,5300 W 73RD ST,Bedford Park,IL,60638,US,60638,41.78,-87.77,Chicago,41.761638,-87.755142,60459
7401,5991 BANDINI BLVD,Los Angeles,CA,90040,US,90040,33.99,-118.15,Los Angeles,33.992394,-118.159638,90040
7189,3001 OTTO ST,Belleville,IL,62226,US,62226,38.52,-90.0,Belleville,38.529528,-90.017912,62226
7215,370 BENIGNO BLVD,Bellmawr,NJ,08031,US,08031,39.87,-75.09,Bellmawr,39.858307,-75.093133,08031
7391,2605 E BELT LINE RD,Carrollton,TX,75006,US,75006,32.95,-96.89,Carrollton,32.954335,-96.867303,75006
7388,136 E YORK ST,Biglerville,PA,17307,US,17307,39.9,-77.3,Biglerville,39.932316166,-77.242994,17304
7430,1240 CONKLIN RD,Conklin,NY,13748,US,13748,42.05,-75.81,Conklin,42.05333667,-75.80724667,13748
7419,501 Avenue U,Bogalusa,LA,70427,US,70427,30.8,-89.9,Bogalusa,30.777967,-89.869804,70427
7195,5150 NASHVILLE RD,Bowling Green,KY,42101,US,42101,37.0,-86.5,Bowling Green,36.931557,-86.488122,42104
7192,2626 COUNTY ROAD 71,Butler,IN,46721,US,46721,41.4,-84.9,Butler,41.439355,-84.85351167,46721
7176,2000 PLEASANT VALLEY RD,Camarillo,CA,93010,US,93010,34.23,-119.06,Camarillo,34.206737,-119.044725,93010
0198,1655 S Interstate 35E,Carrollton,TX,75006,US,75006,32.95,-96.89,Carrollton,32.94371,-96.902225,75006
0162,1350 E 223RD ST,Carson,CA,90745,US,90745,33.83,-118.26,Carson,33.823168,-118.247818,90745
7184,920 SHAVER RD NE,Cedar Rapids,IA,52402,US,52402,42.02,-91.66,Cedar Rapids,41.99627233,-91.66806383,52402
7210,5419 HOVIS RD,Charlotte,NC,28208,US,28208,35.24,-80.91,Charlotte,35.2748,-80.898178,28216
7224,2401 BLUE SPRINGS RD SE,Cleveland,TN,37311,US,37311,35.1,-84.9,Cleveland,35.135372,-84.886248,37311
7180,4847 CARGO DR,Columbus,GA,31907,US,31907,32.48,-84.87,Columbus,32.512802,-84.88166,31907
7169,19615 S SUSANA RD,Compton,CA,90221,US,90221,33.88,-118.2,Compton,33.852782,-118.207674,90805
0559,730 Enterprise Ave,Conway,AR,72032,US,72032,35.1,-92.4,Conway,35.068605,-92.426293,72032
7399,801 N ENGLEWOOD DR,Crawfordville,IN,47933,US,47933,40.0,-86.9,Crawfordsville,40.050944,-86.8772,47933
0394,151 Ipsco,Decatur,AL,35601,US,35601,34.61,-87.01,Decatur,34.60947483,-87.04016117,35601
7217,875 PITTSBURGH DR,Delaware,OH,43015,US,43015,40.3,-83.1,Delaware,40.281465,-83.101041,43015
0433,100 E Oakton St,Des Plaines,IL,60018,US,60018,42.0,-87.9,Des Plaines,42.0242648,-87.9167555,60018
7218,900 US ROUTE 35 W,Eaton,OH,45320,US,45320,39.7,-84.7,Eaton,39.752386,-84.6523855,45320
0184,1501 N CLOSNER BLVD,Edinburg,TX,78541,US,78541,26.5,-98.3,Edinburg,26.316864,-98.161008,78539
6960,10 WILSON RD,Eighty Four,PA,15330,US,15330,40.2,-80.1,Eighty Four,40.216193,-80.135373,15330
0140,9301 Billy The Kid St,El Paso,TX,79907,US,79907,31.72,-106.36,El Paso,31.693133,-106.31525,79907
7170,10268 WATERMAN RD,Elk Grove,CA,95624,US,95624,38.4,-121.3,Elk Grove,38.384587,-121.3543766,95624
7171,1111 N ANDERSON RD,Exeter,CA,93221,US,93221,36.3,-119.1,Exeter,36.301274,-119.176254,93223
0186,981 S HICKORY ST,Fond du Lac,WI,54935,US,54935,43.78,-88.43,Fond Du Lac,43.752409,-88.461005,54935
0552,5115 Pinetree St,Forest Park,GA,30297,US,30297,33.61,-84.36,Forest Park,33.614654,-84.394989,30297
7164,4215 PLANTERS RD,Fort Smith,AR,72908,US,72908,35.31,-94.41,Fort Smith,35.306453,-94.385034,72908
7403,4500 NEWLON RD,Fort Smith,AR,72904,US,72904,35.41,-94.38,Fort Smith,35.42639,-94.382379,72904
0707,3904 Ferguson Rd,Fort Wayne,IN,46809,US,46809,41.01,-85.21,Fort Wayne,40.989984,-85.186246,46809
7407,2502 W US HIGHWAY 50,Garden City,KS,67846,US,67846,38.0,-100.8,Garden City,38.003185666512756,-100.90462348847,67846
0174,1480 INTERNATIONAL DR,Georgetown,SC,29440,US,29440,33.4,-79.4,Georgetown,33.35938667,-79.30195833,29440
7421,6400 Jamieson Way,Gilroy,CA,95020,US,95020,37.0,-121.5,Gilroy,36.994422,-121.555063,95020
7177,4565 INDIANA ST,Golden,CO,80403,US,80403,39.8,-105.3,Golden,39.779217,-105.167823,80004
7226,1200 W. CARRIER PKWY,Grand Prairie,TX,75050,US,75050,32.78,-96.99,Grand Prairie,32.784569,-97.04498,76155
7181,330 HUDSON RD,Griffin,GA,30224,US,30224,33.2,-84.2,Griffin,33.2282978,-84.2367323,30224
7402,533 FOREST RD,Hazleton,PA,18202,US,18202,41.0,-76.0,Hazleton,40.929875,-76.046035,18237
0409,511 Third St,Houston,MS,38851,US,38851,33.9,-89.0,Houston,33.910553,-89.010092,38851
7207,211 CARRIER BLVD,Richland,MS,39218,US,39218,32.24,-90.16,Richland,32.262741,-90.16638,39218
0321,4343 Clary Blvd.,Kansas City,MO,64130,US,64130,39.03,-94.54,Kansas City,39.046041,-94.520059,64129
0728,204 S Park Rd,Lafayette,LA,70508,US,70508,30.16,-92.03,Lafayette,30.15634767,-92.00781667,70508
0743,801 Fountain Ave,Lancaster,PA,17601,US,17601,40.1,-76.3,Lancaster,40.05408,-76.29240167,17603
6958,21313 HIGHWAY 221 N,Laurens,SC,29360,US,29360,34.5,-82.1,Laurens,34.554957,-82.010209,29645
0312,2575 Palumbo Dr,Lexington,KY,40509,US,40509,37.99,-84.37,Lexington,38.0150333,-84.4396404,40502
7406,129 ZENKER RD,Lexington,SC,29072,US,29072,34.0,-81.3,Lexington,33.95919167,-81.244865,29072
7190,1601 5TH ST,Lincoln,IL,62656,US,62656,40.1,-89.4,Lincoln,40.146062,-89.38831,62656
7182,6792 MARBUT RD,Lithonia,GA,30058,US,30058,33.74,-84.1,Lithonia,33.72834,-84.113013,30058
7196,4400 PROGRESS BLVD,Louisville,KY,40218,US,40218,38.19,-85.66,Louisville,38.185985,-85.654314,40218
7211,820 CATON RD,Lumberton,NC,28360,US,28360,34.7,-79.1,Lumberton,34.640168,-79.071898,28360
7229,3491 MAYFLOWER DR,Lynchburg,VA,24501,US,24501,37.3,-79.2,Lynchburg,37.378853,-79.161812,24502
7208,350 PRESCOTT DR,Magnolia,MS,39652,US,39652,31.1,-90.5,Magnolia,31.1658218,-90.4493626,39648
7235,2000 S 18TH ST,Manitowoc,WI,54220,US,54220,44.1,-87.7,Manitowoc,44.074622,-87.673581,54220
7435,967 US HIGHWAY 1 S,Manson,NC,27553,US,27553,36.48,-78.31,Manson,36.428055,-78.253173,27563
7422,1600 Cascade Drive,Marion,OH,43302,US,43302,40.6,-83.1,Marion,40.618171,-83.08941,43302
7227,200 N 26TH ST,McAllen,TX,78501,US,78501,26.22,-98.24,Mcallen,26.209684,-98.248834,78501
7383,912 NELBAR ST,Middletown,OH,45042,US,45042,39.5,-84.4,Middletown,39.522195,-84.383515,45042
0183,660 MARIPOSA RD,Modesto,CA,95354,US,95354,37.64,-120.97,Modesto,37.629233,-120.933231,95354
7187,1001 KNELL ST,Montgomery,IL,60538,US,60538,41.72,-88.35,Montgomery,41.732634,-88.350715,60538
0379,5032 S DAVY CROCKETT PKWY,Morristown,TN,37813,US,37813,36.2,-83.3,Morristown,36.14876,-83.279591,37813
7232,13594 WHEELER RD NE,Moses Lake,WA,98837,US,98837,47.2,-119.3,Moses Lake,47.1321299,-119.2011788,98837
0193,2164 LOCUST GAP HWY,Mt. Carmel,PA,17851,US,17851,40.8,-76.44,Mount Carmel,40.7861022,-76.4355289,17851
7219,8800 GRANVILLE RD,Mt. Vernon,OH,43050,US,43050,40.4,-82.5,Mount Vernon,40.366591,-82.489259,43050
0168,2220 NW BROAD ST,Murfreesboro,TN,37129,US,37129,35.9,-86.5,Murfreesboro,35.884995,-86.43086,37129
6959,1851 TAMARACK RD,Newark,OH,43055,US,43055,40.1,-82.4,Newark,40.037397,-82.465544,43056
7212,1525 MOUNT OLIVE CHURCH RD,Newton,NC,28658,US,28658,35.6,-81.2,Newton,35.678128,-81.208558,28613
6948,401 NORTHWEST AVE,Northlake,IL,60164,US,60164,41.92,-87.89,Melrose Park,41.911794,-87.917485,60164
7220,4901 WESTPOINT BLVD,Oklahoma City,OK,73179,US,73179,35.42,-97.65,Oklahoma City,35.41442167,-97.64383167,73179
7209,8301 HACKS CROSS RD,Olive Branch,MS,38654,US,38654,34.9,-89.8,Olive Branch,34.981075,-89.796956,38125
7233,7727 Union Mills Rd. SE,Lacey,WA,98503,US,98503,47.03,-122.8,Lacey,47.031965,-122.77777833,98503
7213,7517 F ST,Omaha,NE,68127,US,68127,41.21,-96.05,Omaha,41.218336,-96.028859,68127
7409,5110 JURUPA ST,Ontario,CA,91761,US,91761,34.03,-117.59,Ontario,34.04687833,-117.53805667,91761
7387,711 E LANCASTER RD,Orlando,FL,32809,US,32809,28.47,-81.39,Orlando,28.46593483,-81.369012,32809
7405,2333 WELLS RD,Petersburg,VA,23805,US,23805,37.1,-77.4,Petersburg,37.192256,-77.422267,23803
7166,660 S 83RD AVE,Tolleson,AZ,85353,US,85353,33.42,-112.28,Tolleson,33.44253,-112.239645,85043
7178,2402 POLICE CENTER DR,Plant City,FL,33566,US,33566,27.99,-82.13,Plant City,27.987503,-82.106656,33566
7223,1601 NE 192ND AVE,Portland,OR,97230,US,97230,45.55,-122.5,Portland,45.534705,-122.468696,97024
0167,175 PARK RD,Putnam,CT,06260,US,06260,41.9,-71.87,Putnam,41.88476,-71.893702,06260
0384,2811 Cofer Rd,Richmond,VA,23224,US,23224,37.5,-77.48,Richmond,37.4929162,-77.4521776,23224
7216,200 BOXART ST,Rochester,NY,14612,US,14612,43.25,-77.67,Rochester,43.228567,-77.622097,14617
7191,2100 23RD AVE,Rockford,IL,61104,US,61104,42.25,-89.08,Rockford,42.2425,-89.062263,61104
0190,3900 International Dr,Russellville,AR,72802,US,72802,35.3,-93.1,Russellville,35.2404986,-93.1543053,72801
7173,1345 HARKINS RD,Salinas,CA,93901,US,93901,36.66,-121.65,Salinas,36.64623667,-121.63068267,93901
7424,1111 AT AND T CENTER PKWY,San Antonio,TX,78219,US,78219,29.45,-98.38,San Antonio,29.437752,-98.440773,78208
7174,1000 MUSCAT AVE,Sanger,CA,93657,US,93657,36.8,-119.4,Sanger,36.686568,-119.548973,93616
7400,11211 GREENSTONE AVE,Santa Fe Springs,CA,90670,US,90670,33.93,-118.06,Santa Fe Springs,33.93009,-118.059597,90670
7438,9211 NORWALK BLVD,Santa Fe Springs,CA,90670,US,90670,33.93,-118.06,Santa Fe Springs,33.957171,-118.072778,90606
0425,1201 W Lathrop Ave,Savannah,GA,31415,US,31415,32.08,-81.13,Savannah,32.100306,-81.124079,31415
7228,1485 SILLIMAN ST,Sealy,TX,77474,US,77474,29.8,-96.2,Sealy,29.768883,-96.149333,77474
7394,3900 STATE HIGHWAY 101,Shakapee,MN,55379,US,55379,44.7,-93.5,Shakopee,44.7986085,-93.47112733,55347
7397,140 SUMMERHILL RD,Spotswood,NJ,08884,US,08884,40.39,-74.39,Spotswood,40.39937383,-74.38490167,08884
0175,3000 S ARKANSAS ST,Springhill,LA,71075,US,71075,32.98,-93.46,Springhill,32.96568067,-93.45672483,71075
7206,4725 EASTON RD,St. Joseph,MO,64503,US,64503,39.75,-94.85,Saint Joseph,39.726908,-94.781475,64507
7396,1201 N HIGHWAY DR,St. Louis,MO,63120,US,63120,38.69,-90.25,Saint Louis,38.5452078,-90.46899,63088
0192,930 MEACHAM RD,Statesville,NC,28677,US,28677,35.7,-80.9,Statesville,35.796934,-80.919379,28677
0563,3550 Bozzano Rd,Stockton,CA,95215,US,95215,38.0,-121.1,Stockton,38.001284,-121.218107,95212
7386,700 MONDIAL PKWY,Streetsboro,OH,44142,US,44142,41.4,-81.83,Brookpark,41.247943,-81.371083,44241
7179,6706 N 53RD ST,Tampa,FL,33610,US,33610,28.0,-82.38,Tampa,28.008346,-82.399388,33610
7198,1321 3RD ST,Three Rivers,MI,49093,US,49093,42.0,-85.7,Three Rivers,41.929313,-85.63171,49042
7395,400 W VALPICO RD,Tracy,CA,95376,US,95376,37.73,-121.43,Tracy,37.709035,-121.431348,95376
7185,800 W PARKER ST,Waterloo,IA,50703,US,50703,42.6,-92.3,Waterloo,42.5177493,-92.3530396,50707
7404,5000 OAK ST,Wheat Ridge,CO,80033,US,80033,39.77,-105.1,Wheat Ridge,39.789337,-105.118284,80002
7204,1699 9TH ST,White Bear Lake,MN,55110,US,55110,45.09,-93.0,Saint Paul,45.09149,-93.029158,55110
0178,689 PALMER ST,Wooster,OH,44691,US,44691,40.8,-82.0,Wooster,40.8064,-81.922755,44691
7234,600 W AHTANUM RD,Union Gap,WA,98903,US,98903,46.5,-120.8,Yakima,46.5564,-120.483505,98902
7167,2641 E 24TH ST,Yuma,AZ,85365,US,85365,32.8,-114.5,Yuma,32.680335,-114.5873445,85364
0010,568 Shore Airport Rd,TICONDEROGA,NY,12883,US,12883,43.9,-73.5,Ticonderoga,43.89193833,-73.400145,05770
0205,601 County Rd 78,SELMA,AL,36703,US,36703,32.5,-86.9,Selma,32.424746,-86.870399,36703
0240,3737 Hwy 3 N,VICKSBURG,MS,39180,US,39180,32.2,-90.9,Vicksburg,32.53016146459998,-90.76462737950092,39156
0259,700 S Kaminski St,GEORGETOWN,SC,29440,US,29440,33.4,-79.4,Georgetown,33.3650366,-79.2995651,29440
0268,1202 HIGHWAY 509,MANSFIELD,LA,71052,US,71052,32.0,-93.7,Mansfield,32.15642667,-93.55670667,63001
0618,375 MUSCOGEE RD,CANTONMENT,FL,32533,US,32533,30.62,-87.32,Cantonment,30.605975,-87.32426,32533
0661,865 John L. Riegel Rd,REIGELWOOD,NC,28546,US,28546,34.8,-77.4,Jacksonville,34.3421228869116,-78.2234796623015,28436
0769,4001 Mc Cords Ferry Rd,EASTOVER,SC,29044,US,29044,33.9,-80.7,Eastover,33.878824,-80.658697,29044
0776,34040 UNION CAMP DR,FRANKLIN,VA,23851,US,23851,36.7,-77.0,Franklin,36.67928233,-76.90998783,23851
0867,100 Jensen Rd,PRATTVILLE,AL,36067,US,36067,32.5,-86.6,Prattville,32.436497,-86.468105,36066
0899,1201 W LATHROP AVE,SAVANNAH,GA,31402,US,31402,,,Savannah,32.100306,-81.124079,31415
7108,4600 C ST SW,CEDAR RAPIDS,IA,52404,US,52404,41.9,-91.7,Cedar Rapids,41.93087417,-91.64134683,52401
7109,1500 COMMONWEALTH DR,HENDERSON,KY,42420,US,42420,37.8,-87.5,Henderson,37.811714,-87.595009,42420
7110,4537 HIGHWAY 480,CAMPTI,LA,71411,US,71411,31.9,-93.1,Campti,31.908277,-93.174944,71411
7113,890 INTERNATIONAL PAPER LN,VALLIANT,OK,74764,US,74764,34.0,-95.1,Valliant,33.998725,-95.109026,74764
7115,801 42ND ST,SPRINGFIELD,OR,97478,US,97478,44.1,-122.8,Springfield,44.05436367,-122.95736783,97477
7442,2585 E 200 N,CAYUGA,IN,47928,US,47928,39.94,-87.45,Cayuga,39.9115026,-87.4203776,47928
7444,238 MAYS BRIDGE RD SW,ROME,GA,30165,US,30165,34.3,-85.3,Rome,34.255163,-85.325188,30165
7445,401 AVENUE U,BOGALUSA,LA,70427,US,70427,30.8,-89.9,Bogalusa,30.773811,-89.857041,70427
7446,1241 W 2ND ST,MAYSVILLE,KY,41056,US,41056,38.6,-83.8,Maysville,38.69326483,-83.8057185,45101
7448,1750 INLAND RD,ORANGE,TX,77632,US,77632,30.2,-93.8,Orange,30.21846167,-93.743135,77632
7619,371 Manufacturers Dr,COLUMBUS,MS,39702,US,39702,33.4,-88.4,Columbus,33.4325852,-88.5563171,39701
7620,2449 Stagecoach Rd,OGLETHORPE,GA,31068,US,31068,32.3,-84.1,Oglethorpe,32.254692,-84.06919933,31068
7621,1785 Weyerhaeuser Road,Vanceboro,NC,28586,US,28586,35.3,-77.2,Vanceboro,35.21597667,-77.119441,28586
7622,4335 Carson Rd,COLUMBUS,MS,39701,US,39701,33.4,-88.5,Columbus,33.353719,-88.454074,39701
7623,1 Bonnybridge Rd,PORT WENTWORTH,GA,31407,US,31407,32.18,-81.18,Savannah,32.155682,-81.159018,31407
IPHQ,6400 POPLAR AVENUE,Memphis,TN,38119,US,38119,35.08,-89.84,Memphis,35.1014207,-89.8505464,38119
9004,123 MAIN ST.,Florence,NJ,08518,US,08518,40.12,-74.81,Florence,38.38681167,-105.11026167,81226
9005,123 MAIN ST.,LA MIRADA,CA,90638,US,90638,33.9,-118.01,La Mirada,34.05203,-118.243881,90079
9006,1645 Market Dr SE,ATLANTA,GA,30316,US,30316,33.74,-84.34,Atlanta,33.68656167,-84.32309833,30288
9436,1601 NE 192nd Ave,PORTLAND,OR,97220,US,97220,45.56,-122.55,Portland,45.534705,-122.468696,97024
9439,180 Progress Avenue,SPRINGFIELD,MA,01104,US,01104,42.13,-72.57,Springfield,42.137999,-72.533935,01151
9000,4600 RAILHEAD RD,Dallas,TX,75380,US,75380,,,Dallas,32.83720383,-97.35190417,76106
9002,2501 165TH ST,Hammond,IN,46320,US,46320,41.61,-87.49,Hammond,41.59709,-87.46893667,46323
0519,1145 Union Camp Blvd,Sumter,SC,29154,US,29154,33.9,-80.5,Sumter,33.87029667,-80.38007833,29150
iptc,6283 Tri-Ridge Blvd,Loveland,OH,45140,US,45140,39.26,-84.24,Loveland,39.22461,-84.286466,45111
7106,7600 HIGHWAY 10 W,Pine Hill,AL,36769,US,36769,32.0,-87.5,Pine Hill,31.97019633,-87.47861117,36769
RCLT,5419 Hovis Rd,Charlotte,NC,28206,US,28206,35.25,-80.82,Charlotte,35.2748,-80.898178,28216
RNOR,123 MAIN ST.,Norwalk,CA,90650,US,90650,33.91,-118.08,Norwalk,43.831989,-90.621695,54648
ROMA,123 MAIN ST.,Omaha,NE,68112,US,68112,41.4,-95.9,Omaha,42.14858667,-96.4869325,68067
RSLC,123 MAIN ST.,Salt Lake City,UT,84104,US,84104,40.75,-111.99,Salt Lake City,40.766511,-111.8908037,84180
RWIT,123 MAIN ST.,Wichita,KS,67215,US,67215,37.61,-97.42,Wichita,37.686828,-97.338575,67202
